Respondent_ID,Age_Group,Generation,Gender,Region,Income_Level,Urban_Rural,Trust_In_Brands,Price_Sensitivity,Quality_Over_Price,Sustainability_Important,Brand_Loyalty,Try_New_Products,Online_Shopping_Preference,Social_Media_Influence,Canadian_Made_Important,Feel_Good_Purchase,Monthly_Discretionary_Spend,Purchase_Frequency_QSR,Coffee_Shop_Visits_Week,Online_Purchases_Month,Survey_Date,Survey_Method,Response_Quality_Score
R02229,45-54,Gen X,Male,Saskatchewan,$100k-$150k,Suburban,4,4,4,3,3,2,3,2,5,5,$250-$500,Daily,7,14,2026-02-08,Online Panel,0.74
R02230,65+,Boomers,Prefer not to say,Manitoba,$150k+,Urban,3,3,5,2,2,2,2,1,5,4,$1000+,2-3x/month,1,17,2026-01-16,Phone,0.71
R02231,35-44,Millennials,Female,Atlantic,$75k-$100k,Suburban,2,3,4,4,4,2,2,3,5,4,$1000+,2-3x/week,3,3,2026-01-17,Online Panel,0.96
R02232,18-24,Gen Z,Female,Atlantic,$30k-$50k,Rural,5,3,4,3,4,3,4,3,3,5,$1000+,2-3x/month,7,10,2026-01-19,Email,0.85
R02233,45-54,Gen X,Male,Manitoba,$100k-$150k,Suburban,4,4,4,3,4,3,3,4,2,3,$100-$250,Monthly,3,7,2026-01-14,Mobile App,0.99
R02234,55-64,Boomers,Prefer not to say,Manitoba,$100k-$150k,Urban,4,5,3,2,3,4,2,1,2,5,$100-$250,Rarely,7,8,2026-01-27,Email,0.68
R02235,35-44,Millennials,Male,Manitoba,$100k-$150k,Rural,3,3,2,3,4,2,4,3,4,3,$500-$1000,2-3x/month,5,1,2026-01-18,Email,0.79
R02236,25-34,Millennials,Female,British Columbia,$150k+,Urban,2,3,2,4,4,5,4,3,5,3,<$100,2-3x/week,4,14,2026-01-15,Online Panel,0.63
R02237,65+,Boomers,Male,Saskatchewan,$100k-$150k,Suburban,2,4,3,4,4,2,3,4,4,4,$250-$500,Daily,4,3,2026-01-26,Mobile App,0.9
R02238,65+,Boomers,Prefer not to say,Atlantic,$150k+,Rural,2,4,3,2,4,3,3,4,5,4,$250-$500,Monthly,2,2,2026-02-04,Email,0.88
R02239,45-54,Gen X,Non-binary,British Columbia,$150k+,Urban,5,4,2,3,4,5,3,2,4,2,$1000+,Daily,6,13,2026-01-22,Mobile App,0.73
R02240,25-34,Millennials,Female,Territories,$100k-$150k,Rural,5,3,3,4,5,5,4,3,5,3,$100-$250,Weekly,0,15,2026-01-27,Online Panel,0.92
R02241,45-54,Gen X,Male,Atlantic,$150k+,Urban,3,4,3,3,4,2,3,2,3,4,<$100,Weekly,4,6,2026-02-09,Phone,0.79
R02242,35-44,Millennials,Prefer not to say,Manitoba,$75k-$100k,Urban,3,3,4,2,2,5,4,3,5,5,$100-$250,Weekly,6,15,2026-01-21,Phone,0.69
R02243,25-34,Millennials,Female,Ontario,$100k-$150k,Suburban,5,5,4,3,3,5,2,3,3,4,$500-$1000,Daily,3,3,2026-01-31,Mobile App,0.75
R02244,45-54,Gen X,Male,Atlantic,$75k-$100k,Urban,2,4,5,3,4,2,3,2,4,2,<$100,2-3x/month,6,3,2026-02-03,Phone,0.72
R02245,35-44,Millennials,Non-binary,Territories,$150k+,Rural,3,3,4,3,5,5,4,4,4,5,$250-$500,2-3x/month,5,16,2026-01-28,Email,0.79
R02246,18-24,Gen Z,Female,Manitoba,$75k-$100k,Suburban,5,4,3,2,5,3,4,3,2,2,$500-$1000,Monthly,4,4,2026-01-26,Phone,0.73
R02247,55-64,Boomers,Female,Manitoba,$150k+,Urban,3,4,4,2,5,3,2,1,5,4,$1000+,2-3x/week,6,16,2026-01-19,Mobile App,0.7
R02248,35-44,Millennials,Non-binary,Manitoba,<$30k,Rural,4,3,5,4,3,4,2,2,2,3,$1000+,2-3x/week,6,14,2026-01-20,Mobile App,0.68
R02249,55-64,Boomers,Prefer not to say,Atlantic,<$30k,Rural,5,4,4,2,2,2,2,1,2,3,<$100,Rarely,7,11,2026-01-23,Online Panel,0.83
R02250,45-54,Gen X,Male,Alberta,$75k-$100k,Urban,5,4,3,3,5,2,3,4,5,2,$100-$250,2-3x/week,4,0,2026-01-28,Phone,0.97
R02251,18-24,Gen Z,Female,Ontario,$150k+,Suburban,5,3,4,4,3,2,4,4,5,2,<$100,Monthly,3,15,2026-01-31,Email,0.92
R02252,65+,Boomers,Male,Alberta,$50k-$75k,Rural,4,4,5,2,4,2,2,1,5,3,$500-$1000,Monthly,4,1,2026-01-14,Phone,0.82
R02253,55-64,Boomers,Prefer not to say,Territories,$30k-$50k,Suburban,2,4,3,2,4,2,2,4,5,2,$500-$1000,2-3x/month,4,2,2026-01-21,Email,0.72
R02254,55-64,Boomers,Male,Manitoba,$50k-$75k,Urban,2,4,5,3,2,3,2,1,2,3,$1000+,2-3x/month,7,19,2026-01-12,Email,0.87
R02255,55-64,Boomers,Male,Saskatchewan,$75k-$100k,Rural,5,4,3,2,5,2,2,1,4,2,$250-$500,Weekly,3,18,2026-01-24,Online Panel,0.81
R02256,25-34,Millennials,Prefer not to say,Ontario,$30k-$50k,Rural,2,3,4,3,2,2,4,3,4,3,$1000+,Daily,1,16,2026-01-16,Mobile App,0.94
R02257,18-24,Gen Z,Non-binary,British Columbia,$50k-$75k,Rural,4,5,5,4,5,4,3,3,5,4,$500-$1000,Weekly,7,1,2026-01-27,Mobile App,0.74
R02258,18-24,Gen Z,Female,Quebec,$100k-$150k,Rural,3,3,4,4,5,4,3,3,5,4,<$100,Weekly,2,19,2026-01-12,Email,0.63
R02259,18-24,Gen Z,Non-binary,Quebec,$100k-$150k,Suburban,4,3,3,4,4,4,4,3,4,4,$1000+,2-3x/week,4,5,2026-01-21,Online Panel,0.92
R02260,55-64,Boomers,Female,Saskatchewan,$150k+,Rural,5,4,3,2,3,4,2,4,4,4,$250-$500,Monthly,3,19,2026-01-25,Phone,0.91
R02261,25-34,Millennials,Female,Alberta,$30k-$50k,Suburban,5,4,3,4,4,2,4,4,4,2,<$100,Monthly,3,8,2026-01-15,Email,0.92
R02262,25-34,Millennials,Prefer not to say,Atlantic,$75k-$100k,Suburban,2,3,3,4,3,4,4,3,3,5,$500-$1000,Rarely,5,15,2026-01-13,Online Panel,0.87
R02263,45-54,Gen X,Prefer not to say,British Columbia,$100k-$150k,Urban,2,4,4,3,2,2,3,2,3,3,$250-$500,Monthly,6,19,2026-01-26,Online Panel,0.75
R02264,45-54,Gen X,Female,Manitoba,$30k-$50k,Suburban,5,4,4,3,4,5,3,2,2,3,$250-$500,Monthly,6,11,2026-01-26,Online Panel,0.67
R02265,45-54,Gen X,Female,Alberta,$30k-$50k,Suburban,2,4,3,2,5,3,3,2,4,3,<$100,Monthly,7,9,2026-02-08,Online Panel,0.83
R02266,25-34,Millennials,Female,Alberta,$75k-$100k,Rural,4,3,4,2,4,4,4,3,4,3,<$100,2-3x/month,2,6,2026-02-04,Email,0.76
R02267,35-44,Millennials,Prefer not to say,Ontario,$150k+,Rural,5,3,3,4,4,4,4,1,4,3,<$100,Weekly,7,5,2026-02-08,Online Panel,0.68
R02268,65+,Boomers,Prefer not to say,Atlantic,$75k-$100k,Suburban,3,4,5,2,4,3,4,1,3,5,$250-$500,Monthly,2,7,2026-01-16,Online Panel,1.0
R02269,45-54,Gen X,Female,Territories,$100k-$150k,Urban,2,4,4,4,5,5,3,4,2,2,$250-$500,Monthly,3,6,2026-02-05,Email,0.66
R02270,35-44,Millennials,Prefer not to say,British Columbia,$75k-$100k,Rural,2,4,3,3,5,3,4,3,2,4,$100-$250,Monthly,1,12,2026-01-13,Online Panel,0.67
R02271,25-34,Millennials,Male,Territories,$75k-$100k,Urban,2,5,3,4,4,2,4,2,2,2,<$100,Rarely,3,0,2026-01-28,Online Panel,0.75
R02272,65+,Boomers,Non-binary,Quebec,$100k-$150k,Rural,2,5,4,2,4,4,2,1,4,4,$100-$250,Rarely,1,3,2026-01-11,Phone,0.85
R02273,65+,Boomers,Male,British Columbia,<$30k,Rural,5,4,4,2,3,4,2,1,3,3,$1000+,Monthly,2,9,2026-02-03,Online Panel,0.98
R02274,18-24,Gen Z,Male,Territories,$100k-$150k,Urban,4,5,3,4,2,4,4,4,5,5,$1000+,Monthly,2,16,2026-01-26,Mobile App,0.64
R02275,25-34,Millennials,Non-binary,Atlantic,$150k+,Suburban,5,3,4,4,2,4,3,3,4,5,$250-$500,Daily,1,17,2026-01-31,Phone,0.63
R02276,45-54,Gen X,Non-binary,Territories,$100k-$150k,Rural,2,4,3,3,2,3,3,2,4,3,$250-$500,2-3x/week,1,18,2026-02-03,Email,0.91
R02277,35-44,Millennials,Prefer not to say,Ontario,$75k-$100k,Suburban,4,3,3,4,4,3,3,3,3,3,$100-$250,2-3x/week,7,10,2026-01-20,Online Panel,0.61
R02278,35-44,Millennials,Non-binary,Saskatchewan,$150k+,Urban,5,3,3,4,5,4,4,3,3,4,<$100,Weekly,6,3,2026-02-06,Mobile App,0.9
R02279,65+,Boomers,Male,Territories,$100k-$150k,Rural,4,4,3,2,4,2,2,1,4,4,<$100,Weekly,5,19,2026-01-14,Email,0.77
R02280,18-24,Gen Z,Non-binary,Saskatchewan,$100k-$150k,Rural,5,5,5,4,4,2,4,2,3,4,$250-$500,2-3x/month,3,14,2026-02-03,Online Panel,0.65
R02281,65+,Boomers,Male,British Columbia,$30k-$50k,Rural,3,4,2,2,2,3,2,1,5,3,$500-$1000,2-3x/month,5,19,2026-01-19,Online Panel,0.78
R02282,35-44,Millennials,Prefer not to say,Quebec,$150k+,Urban,5,3,4,4,4,5,4,3,5,3,$100-$250,Monthly,5,9,2026-01-23,Online Panel,0.7
R02283,25-34,Millennials,Female,Manitoba,$150k+,Suburban,5,3,5,4,2,5,4,3,2,5,$100-$250,Monthly,0,12,2026-01-24,Email,0.77
R02284,18-24,Gen Z,Female,Atlantic,$150k+,Suburban,2,3,5,4,4,3,3,1,3,4,$250-$500,2-3x/week,5,9,2026-01-30,Email,0.96
R02285,45-54,Gen X,Female,Territories,$100k-$150k,Rural,3,3,4,3,5,5,3,2,4,3,$500-$1000,2-3x/month,0,17,2026-01-29,Mobile App,0.66
R02286,55-64,Boomers,Female,Territories,$30k-$50k,Urban,3,4,4,2,2,3,2,1,4,4,$250-$500,Daily,4,1,2026-02-02,Mobile App,0.95
R02287,55-64,Boomers,Male,Saskatchewan,$100k-$150k,Suburban,4,4,3,2,2,5,2,1,2,5,$250-$500,2-3x/week,1,9,2026-01-29,Mobile App,0.84
R02288,25-34,Millennials,Non-binary,Quebec,$75k-$100k,Rural,5,3,2,4,5,5,4,4,4,3,$1000+,2-3x/week,0,18,2026-01-31,Phone,0.61
R02289,45-54,Gen X,Male,Territories,$30k-$50k,Suburban,3,3,2,4,3,2,3,3,2,3,$500-$1000,2-3x/week,4,8,2026-01-29,Online Panel,0.78
R02290,35-44,Millennials,Non-binary,Manitoba,$150k+,Urban,4,3,2,4,3,4,4,3,3,3,$500-$1000,Monthly,1,4,2026-01-21,Online Panel,0.66
R02291,45-54,Gen X,Male,Territories,<$30k,Suburban,2,3,5,3,3,2,4,2,2,2,$100-$250,Daily,4,0,2026-01-11,Phone,0.73
R02292,55-64,Boomers,Male,Manitoba,<$30k,Urban,2,4,4,4,5,2,3,1,2,2,$500-$1000,Rarely,1,4,2026-01-31,Online Panel,0.7
R02293,65+,Boomers,Non-binary,Alberta,$150k+,Suburban,3,4,2,4,3,5,2,3,3,3,$100-$250,Rarely,1,0,2026-01-20,Mobile App,0.65
R02294,55-64,Boomers,Prefer not to say,Manitoba,$150k+,Rural,2,4,3,2,3,5,2,4,5,4,<$100,2-3x/week,1,1,2026-02-03,Phone,0.9
R02295,65+,Boomers,Non-binary,Ontario,$100k-$150k,Rural,4,4,5,3,4,5,2,1,4,5,<$100,2-3x/week,2,13,2026-02-08,Phone,0.95
R02296,45-54,Gen X,Prefer not to say,Territories,<$30k,Rural,5,4,4,3,2,5,3,2,3,2,$100-$250,Daily,0,18,2026-02-02,Mobile App,0.66
R02297,35-44,Millennials,Prefer not to say,Alberta,$50k-$75k,Urban,3,3,5,4,2,3,4,3,3,4,$100-$250,2-3x/week,7,18,2026-01-17,Mobile App,0.8
R02298,65+,Boomers,Female,Manitoba,$100k-$150k,Rural,2,4,2,3,4,2,2,1,5,5,$100-$250,2-3x/month,7,11,2026-02-02,Mobile App,0.74
R02299,45-54,Gen X,Prefer not to say,Saskatchewan,$100k-$150k,Rural,3,5,4,3,4,2,3,4,3,4,$1000+,2-3x/week,6,13,2026-01-13,Email,0.97
R02300,35-44,Millennials,Prefer not to say,Quebec,$50k-$75k,Suburban,3,4,5,4,5,2,3,3,4,3,$100-$250,Daily,0,11,2026-02-05,Phone,0.71
R02301,35-44,Millennials,Prefer not to say,Saskatchewan,$75k-$100k,Suburban,4,5,3,4,2,4,4,2,3,4,$250-$500,2-3x/month,3,19,2026-02-04,Mobile App,0.76
R02302,45-54,Gen X,Female,Atlantic,$30k-$50k,Urban,4,4,5,3,3,4,3,2,5,5,<$100,2-3x/month,7,17,2026-01-29,Email,0.66
R02303,35-44,Millennials,Female,British Columbia,$75k-$100k,Rural,5,3,5,4,3,5,4,2,4,2,$1000+,Monthly,6,19,2026-02-09,Online Panel,0.77
R02304,18-24,Gen Z,Female,Saskatchewan,<$30k,Urban,3,3,4,3,2,2,2,3,5,2,$1000+,2-3x/week,5,13,2026-01-31,Email,0.66
R02305,35-44,Millennials,Non-binary,Atlantic,$75k-$100k,Urban,2,3,5,4,2,5,4,4,4,4,$1000+,2-3x/month,5,14,2026-01-22,Mobile App,0.99
R02306,25-34,Millennials,Male,Manitoba,$50k-$75k,Suburban,3,3,2,4,5,3,3,3,5,2,$250-$500,Weekly,0,2,2026-02-02,Mobile App,0.68
R02307,25-34,Millennials,Non-binary,Quebec,<$30k,Suburban,3,3,2,4,3,5,4,3,2,2,$250-$500,Weekly,0,14,2026-01-21,Mobile App,0.8
R02308,18-24,Gen Z,Female,Ontario,$50k-$75k,Urban,3,3,2,2,4,3,4,3,5,5,<$100,2-3x/month,0,7,2026-02-04,Online Panel,0.97
R02309,55-64,Boomers,Female,Ontario,$150k+,Rural,5,4,5,2,4,5,3,1,5,4,<$100,Monthly,1,10,2026-02-07,Phone,0.97
R02310,25-34,Millennials,Male,Manitoba,$30k-$50k,Rural,5,3,3,3,3,5,3,1,4,4,$100-$250,2-3x/month,7,14,2026-01-29,Phone,0.79
R02311,25-34,Millennials,Male,Ontario,$75k-$100k,Rural,5,3,3,4,3,5,2,3,5,2,$1000+,Rarely,3,17,2026-01-23,Email,0.9
R02312,45-54,Gen X,Non-binary,British Columbia,$50k-$75k,Suburban,2,4,4,3,2,2,3,2,3,3,$500-$1000,2-3x/week,5,17,2026-01-11,Phone,0.73
R02313,55-64,Boomers,Female,Alberta,$150k+,Urban,4,4,4,3,4,2,2,3,3,4,$1000+,2-3x/month,6,17,2026-01-16,Online Panel,0.86
R02314,18-24,Gen Z,Female,Alberta,<$30k,Urban,4,3,5,4,2,2,4,3,2,3,$500-$1000,Weekly,0,7,2026-01-18,Online Panel,0.88
R02315,65+,Boomers,Non-binary,British Columbia,$30k-$50k,Suburban,4,4,2,4,2,2,2,4,5,2,$250-$500,2-3x/month,7,12,2026-02-04,Phone,0.89
R02316,18-24,Gen Z,Male,Saskatchewan,<$30k,Suburban,2,3,2,4,2,2,2,3,2,2,$100-$250,2-3x/month,6,5,2026-02-08,Phone,0.89
R02317,25-34,Millennials,Female,British Columbia,$30k-$50k,Urban,3,3,2,4,3,2,3,4,5,3,$250-$500,Monthly,3,16,2026-01-25,Mobile App,0.85
R02318,25-34,Millennials,Female,Ontario,$50k-$75k,Suburban,2,4,5,4,5,5,4,3,5,5,$500-$1000,Daily,0,2,2026-01-18,Online Panel,0.87
R02319,18-24,Gen Z,Female,Manitoba,$100k-$150k,Suburban,5,5,5,4,5,2,2,3,2,5,$250-$500,Weekly,2,9,2026-01-29,Mobile App,0.78
R02320,55-64,Boomers,Prefer not to say,Quebec,$30k-$50k,Urban,3,4,3,2,5,2,2,1,3,4,$100-$250,Rarely,2,17,2026-02-01,Email,0.94
R02321,35-44,Millennials,Female,Alberta,$50k-$75k,Urban,4,3,3,2,2,3,4,3,5,4,$250-$500,2-3x/month,0,15,2026-01-28,Online Panel,0.7
R02322,25-34,Millennials,Non-binary,Atlantic,$75k-$100k,Urban,5,3,3,4,2,2,4,3,4,2,$500-$1000,Weekly,3,3,2026-01-25,Mobile App,0.93
R02323,45-54,Gen X,Prefer not to say,Territories,$150k+,Urban,5,4,3,3,4,4,3,1,5,2,$1000+,Monthly,1,17,2026-01-15,Phone,0.7
R02324,25-34,Millennials,Non-binary,Atlantic,<$30k,Suburban,2,3,2,4,2,4,4,3,4,5,$250-$500,Weekly,4,2,2026-01-14,Online Panel,0.75
R02325,35-44,Millennials,Prefer not to say,Atlantic,$30k-$50k,Suburban,4,3,2,4,2,2,4,3,3,2,$250-$500,2-3x/month,4,5,2026-01-27,Phone,0.69
R02326,35-44,Millennials,Male,Manitoba,$75k-$100k,Suburban,5,4,5,4,2,3,4,2,3,2,$1000+,Weekly,5,6,2026-01-30,Phone,0.79
R02327,35-44,Millennials,Prefer not to say,Atlantic,$150k+,Suburban,5,3,5,3,4,5,4,3,3,2,$1000+,Rarely,5,8,2026-02-05,Phone,0.8
R02328,25-34,Millennials,Non-binary,Alberta,$30k-$50k,Suburban,5,4,4,4,5,3,4,2,3,5,$100-$250,Monthly,2,5,2026-02-05,Mobile App,0.81
R02329,35-44,Millennials,Male,Saskatchewan,$75k-$100k,Urban,5,4,2,4,2,3,4,3,3,5,<$100,2-3x/week,2,15,2026-01-11,Mobile App,1.0
R02330,35-44,Millennials,Non-binary,Alberta,$150k+,Suburban,2,3,4,2,5,3,4,2,2,2,$100-$250,Monthly,0,13,2026-02-04,Online Panel,0.97
R02331,45-54,Gen X,Male,Atlantic,$150k+,Rural,5,4,3,3,3,4,3,3,5,3,<$100,Monthly,0,17,2026-01-26,Online Panel,0.94
R02332,45-54,Gen X,Male,Saskatchewan,$30k-$50k,Rural,2,4,5,2,2,4,3,2,2,2,$500-$1000,Rarely,7,9,2026-01-28,Mobile App,0.92
R02333,65+,Boomers,Prefer not to say,Quebec,<$30k,Urban,2,3,5,2,5,5,2,4,2,3,$250-$500,2-3x/month,2,1,2026-02-04,Mobile App,0.79
R02334,18-24,Gen Z,Male,Manitoba,$100k-$150k,Rural,4,3,3,4,2,4,4,3,2,2,$100-$250,Monthly,7,14,2026-01-23,Mobile App,0.98
R02335,45-54,Gen X,Non-binary,Alberta,<$30k,Urban,5,4,5,3,5,4,3,1,2,5,$500-$1000,Weekly,4,15,2026-01-16,Phone,0.61
R02336,45-54,Gen X,Female,Saskatchewan,$150k+,Suburban,3,4,4,3,3,5,3,2,3,3,$250-$500,2-3x/month,0,7,2026-01-29,Email,0.81
R02337,35-44,Millennials,Prefer not to say,Alberta,$30k-$50k,Rural,5,4,3,4,2,4,4,3,4,5,$250-$500,Monthly,7,14,2026-01-11,Email,0.84
R02338,18-24,Gen Z,Female,Atlantic,$100k-$150k,Suburban,2,3,3,4,3,4,4,3,4,4,<$100,Rarely,2,13,2026-01-21,Phone,0.74
R02339,65+,Boomers,Prefer not to say,Manitoba,$100k-$150k,Suburban,4,3,2,2,4,4,2,4,3,3,$500-$1000,Rarely,7,9,2026-01-23,Mobile App,0.94
R02340,25-34,Millennials,Non-binary,Alberta,$100k-$150k,Urban,4,3,4,4,2,5,3,4,2,2,$250-$500,Monthly,4,11,2026-02-09,Online Panel,0.76
R02341,18-24,Gen Z,Prefer not to say,Alberta,$100k-$150k,Rural,2,5,3,4,4,2,4,2,2,4,$500-$1000,2-3x/week,5,7,2026-01-19,Mobile App,0.73
R02342,35-44,Millennials,Non-binary,Alberta,$75k-$100k,Rural,5,3,5,4,3,2,4,3,5,3,$250-$500,Weekly,0,8,2026-01-13,Online Panel,0.98
R02343,35-44,Millennials,Male,Manitoba,<$30k,Rural,3,3,5,2,2,3,4,3,3,4,$1000+,Daily,0,8,2026-01-19,Online Panel,0.85
R02344,35-44,Millennials,Male,Quebec,$75k-$100k,Urban,4,3,5,4,5,3,4,3,2,2,$250-$500,Daily,3,3,2026-01-31,Online Panel,0.83
R02345,18-24,Gen Z,Non-binary,British Columbia,<$30k,Urban,5,3,4,4,5,3,4,3,5,3,$250-$500,Daily,4,4,2026-02-01,Phone,0.78
R02346,55-64,Boomers,Male,Quebec,$100k-$150k,Rural,3,5,5,2,2,4,4,1,3,2,$250-$500,2-3x/week,1,4,2026-01-28,Email,0.81
R02347,55-64,Boomers,Non-binary,Manitoba,$100k-$150k,Suburban,4,4,2,2,2,3,4,2,4,2,$500-$1000,2-3x/month,5,11,2026-02-02,Online Panel,0.94
R02348,65+,Boomers,Prefer not to say,Quebec,$75k-$100k,Rural,4,3,2,2,5,3,2,2,4,3,$1000+,2-3x/month,3,7,2026-01-19,Online Panel,0.67
R02349,65+,Boomers,Male,Territories,<$30k,Urban,4,4,5,2,2,2,4,1,3,4,$100-$250,Daily,6,9,2026-02-08,Mobile App,0.71
R02350,35-44,Millennials,Prefer not to say,Ontario,$30k-$50k,Rural,3,3,3,4,3,2,3,4,3,3,$1000+,Monthly,0,9,2026-01-11,Phone,0.92
R02351,65+,Boomers,Non-binary,Saskatchewan,$30k-$50k,Suburban,3,4,5,2,5,3,2,1,4,2,$1000+,2-3x/month,0,0,2026-01-13,Phone,0.86
R02352,55-64,Boomers,Non-binary,Territories,$75k-$100k,Suburban,2,4,3,2,2,4,2,1,5,5,$500-$1000,Daily,1,2,2026-01-24,Online Panel,0.89
R02353,65+,Boomers,Prefer not to say,Manitoba,$100k-$150k,Urban,3,4,5,2,4,3,2,1,5,2,$250-$500,2-3x/week,3,7,2026-01-28,Mobile App,0.79
R02354,65+,Boomers,Female,Quebec,$50k-$75k,Suburban,5,4,4,3,5,4,2,1,3,2,$1000+,2-3x/week,3,17,2026-01-12,Email,0.6
R02355,18-24,Gen Z,Prefer not to say,Atlantic,$150k+,Urban,3,3,3,4,3,4,2,4,5,4,$500-$1000,2-3x/week,7,3,2026-02-01,Email,0.74
R02356,25-34,Millennials,Prefer not to say,Manitoba,<$30k,Urban,5,3,4,3,3,4,4,3,3,2,$500-$1000,Rarely,7,13,2026-01-27,Phone,0.88
R02357,55-64,Boomers,Non-binary,Saskatchewan,$75k-$100k,Suburban,3,4,3,2,5,3,2,1,4,4,$100-$250,Daily,2,12,2026-01-29,Online Panel,0.92
R02358,35-44,Millennials,Male,Saskatchewan,$75k-$100k,Suburban,5,3,3,4,5,2,4,1,2,4,$100-$250,Monthly,4,11,2026-01-12,Email,0.76
R02359,25-34,Millennials,Female,Territories,$150k+,Rural,3,3,3,3,5,3,4,3,4,4,$100-$250,Weekly,4,8,2026-01-21,Phone,0.8
R02360,35-44,Millennials,Male,Manitoba,$75k-$100k,Urban,2,3,5,4,5,3,3,3,4,4,<$100,Rarely,7,10,2026-01-15,Email,0.81
R02361,18-24,Gen Z,Female,Ontario,$75k-$100k,Rural,3,3,5,4,5,4,4,2,4,3,<$100,Rarely,3,14,2026-02-03,Phone,0.98
R02362,18-24,Gen Z,Male,Ontario,$150k+,Suburban,4,3,3,4,4,3,4,3,2,3,$100-$250,Daily,3,14,2026-01-31,Phone,0.84
R02363,25-34,Millennials,Female,Ontario,$75k-$100k,Suburban,5,3,3,4,5,4,3,2,2,4,$1000+,Rarely,5,0,2026-01-15,Mobile App,0.65
R02364,25-34,Millennials,Female,British Columbia,$100k-$150k,Urban,3,5,2,4,2,5,4,3,2,3,$500-$1000,2-3x/month,3,7,2026-02-01,Email,0.77
R02365,25-34,Millennials,Female,Saskatchewan,$100k-$150k,Rural,4,3,5,4,5,5,4,1,4,2,<$100,Monthly,0,2,2026-01-22,Email,0.73
R02366,45-54,Gen X,Male,Alberta,$50k-$75k,Urban,2,4,4,3,3,4,3,3,4,2,$1000+,Weekly,1,9,2026-02-02,Mobile App,0.81
R02367,35-44,Millennials,Prefer not to say,British Columbia,$30k-$50k,Rural,3,3,3,4,3,5,4,3,4,2,<$100,2-3x/month,7,14,2026-01-21,Email,0.99
R02368,18-24,Gen Z,Non-binary,Territories,$100k-$150k,Urban,2,3,4,4,5,2,2,2,2,4,$500-$1000,Monthly,6,18,2026-02-03,Online Panel,0.89
R02369,18-24,Gen Z,Male,Manitoba,<$30k,Rural,4,3,2,4,4,2,4,2,3,5,$1000+,Daily,0,3,2026-02-08,Email,0.86
R02370,25-34,Millennials,Male,Manitoba,$50k-$75k,Suburban,5,3,2,4,2,2,2,3,4,5,$500-$1000,2-3x/week,4,1,2026-02-07,Online Panel,0.98
R02371,25-34,Millennials,Male,Alberta,<$30k,Suburban,2,5,4,2,2,5,4,3,5,5,<$100,Rarely,0,9,2026-01-14,Online Panel,0.61
R02372,65+,Boomers,Female,Territories,$100k-$150k,Rural,4,4,3,2,2,4,4,1,2,5,<$100,Monthly,0,2,2026-01-16,Phone,0.67
R02373,35-44,Millennials,Female,Atlantic,$100k-$150k,Rural,5,4,5,4,4,4,4,3,2,2,$500-$1000,2-3x/month,6,5,2026-01-16,Email,0.78
R02374,55-64,Boomers,Non-binary,Ontario,$100k-$150k,Suburban,4,3,5,2,2,4,4,1,4,2,$250-$500,2-3x/month,2,10,2026-01-31,Online Panel,0.9
R02375,65+,Boomers,Non-binary,Saskatchewan,$30k-$50k,Rural,2,4,4,2,4,2,2,4,2,4,$100-$250,Daily,3,7,2026-01-20,Phone,0.6
R02376,35-44,Millennials,Prefer not to say,Territories,$30k-$50k,Urban,4,3,2,4,2,5,4,2,2,2,<$100,2-3x/month,1,13,2026-01-17,Email,0.87
R02377,25-34,Millennials,Prefer not to say,Atlantic,<$30k,Urban,3,3,3,4,4,2,2,3,5,5,<$100,Daily,4,6,2026-01-24,Mobile App,0.72
R02378,35-44,Millennials,Female,Ontario,$100k-$150k,Suburban,4,3,4,4,5,3,4,3,4,3,$1000+,Monthly,4,10,2026-01-18,Phone,0.95
R02379,35-44,Millennials,Non-binary,Manitoba,$75k-$100k,Suburban,4,3,2,3,3,3,4,3,4,4,$500-$1000,Monthly,3,7,2026-02-01,Email,0.76
R02380,65+,Boomers,Female,Alberta,$150k+,Urban,4,4,5,3,5,3,2,3,5,5,$1000+,Daily,5,0,2026-01-17,Email,0.95
R02381,18-24,Gen Z,Prefer not to say,British Columbia,$50k-$75k,Urban,5,3,4,2,3,3,4,4,4,3,$500-$1000,Daily,6,19,2026-01-29,Email,0.92
R02382,55-64,Boomers,Non-binary,Saskatchewan,$75k-$100k,Suburban,4,4,2,2,2,3,3,4,5,4,$500-$1000,2-3x/month,7,5,2026-02-07,Phone,0.77
R02383,18-24,Gen Z,Female,Manitoba,$30k-$50k,Suburban,2,3,4,3,2,4,4,4,2,3,$250-$500,2-3x/week,1,7,2026-01-11,Email,0.83
R02384,65+,Boomers,Non-binary,Saskatchewan,$30k-$50k,Urban,2,4,5,3,2,5,2,1,4,4,$500-$1000,Monthly,0,0,2026-01-12,Phone,0.88
R02385,25-34,Millennials,Male,Manitoba,<$30k,Urban,5,3,5,4,3,2,4,3,4,5,$100-$250,Monthly,3,0,2026-01-30,Online Panel,0.75
R02386,45-54,Gen X,Female,Quebec,$75k-$100k,Suburban,4,4,2,3,2,2,3,2,2,5,<$100,Daily,5,19,2026-02-07,Phone,0.96
R02387,45-54,Gen X,Female,Quebec,$50k-$75k,Rural,2,5,2,2,5,2,3,2,5,2,$500-$1000,2-3x/month,4,3,2026-02-01,Online Panel,0.81
R02388,45-54,Gen X,Female,British Columbia,$50k-$75k,Urban,2,4,2,2,5,2,4,1,2,4,$250-$500,Daily,1,14,2026-02-06,Email,0.62
